time,latitude,longitude,depth,mag,effects,frequency,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource,TimeCopy2,CalendarShort,CalendarLong,DayWeek
2021-10-23T14:17:52.692Z,-37.5163,50.8989,10,4.9,"Often felt, but only causes minor damage.","500,000 events per year on average (statistically).",mb,,56,12.942,0.81,us,us6000fx15,2021-10-23T15:17:12.040Z,Southwest Indian Ridge,earthquake,11.4,1.8,0.069,65,reviewed,us,us,2021-10-23T14:17:52.692Z,10/23/21,"Saturday, October 23, 2021",Saturday
2021-10-22T02:09:47.947Z,-49.0821,-8.7474,10,4.9,"Often felt, but only causes minor damage.","500,000 events per year on average (statistically).",mb,,111,22.828,0.38,us,us6000fwvc,2021-10-24T02:37:57.040Z,southern Mid-Atlantic Ridge,earthquake,15.6,2,0.125,22,reviewed,us,us,2021-10-22T02:09:47.947Z,10/22/21,"Friday, October 22, 2021",Friday
2021-10-21T06:05:11.184Z,27.7052,58.3722,10,4.9,"Often felt, but only causes minor damage.","500,000 events per year on average (statistically).",mb,,95,3.367,0.73,us,us6000fwcg,2021-10-21T06:34:55.040Z,"142 km ENE of Mīnāb, Iran",earthquake,7.9,1.9,0.066,72,reviewed,us,us,2021-10-21T06:05:11.184Z,10/21/21,"Thursday, October 21, 2021",Thursday
2021-10-20T19:37:07.918Z,-57.7997,-25.368,35,4.9,"Often felt, but only causes minor damage.","500,000 events per year on average (statistically).",mb,,47,7.154,0.85,us,us6000fw8f,2021-10-25T21:33:34.040Z,South Sandwich Islands region,earthquake,9.5,1.9,0.087,42,reviewed,us,us,2021-10-20T19:37:07.918Z,10/20/21,"Wednesday, October 20, 2021",Wednesday
2021-10-20T06:10:51.668Z,-2.3171,139.2108,43.93,4.9,"Often felt, but only causes minor damage.","500,000 events per year on average (statistically).",mb,,124,6.98,1.12,us,us6000fw1u,2021-10-20T06:31:43.040Z,"161 km W of Abepura, Indonesia",earthquake,7.8,8.2,0.073,60,reviewed,us,us,2021-10-20T06:10:51.668Z,10/20/21,"Wednesday, October 20, 2021",Wednesday
2021-10-19T23:30:05.962Z,50.2508,178.7926,10,4.9,"Often felt, but only causes minor damage.","500,000 events per year on average (statistically).",mb,,128,1.713,0.84,us,us6000fw0b,2021-10-20T14:03:27.742Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,5.2,1.2,0.033,281,reviewed,us,us,2021-10-19T23:30:05.962Z,10/19/21,"Tuesday, October 19, 2021",Tuesday
2021-10-18T21:28:26.682Z,-48.9786,-8.5069,10,4.9,"Often felt, but only causes minor damage.","500,000 events per year on average (statistically).",mb,,73,22.919,0.85,us,us6000fwqr,2021-10-26T01:58:13.040Z,southern Mid-Atlantic Ridge,earthquake,12.7,1.8,0.09,39,reviewed,us,us,2021-10-18T21:28:26.682Z,10/18/21,"Monday, October 18, 2021",Monday
2021-10-17T15:57:34.129Z,-14.8249,167.9587,10,4.9,"Often felt, but only causes minor damage.","500,000 events per year on average (statistically).",mb,,58,0.956,1.21,us,us6000fvg6,2021-10-24T15:00:14.040Z,"98 km ENE of Port-Olry, Vanuatu",earthquake,5.6,1.8,0.078,55,reviewed,us,us,2021-10-17T15:57:34.129Z,10/17/21,"Sunday, October 17, 2021",Sunday
2021-10-16T17:33:17.177Z,-52.3807,13.4991,10,4.9,"Often felt, but only causes minor damage.","500,000 events per year on average (statistically).",mb,,53,20.672,0.73,us,us6000fv9a,2021-10-19T15:46:37.040Z,southwest of Africa,earthquake,11.8,1.8,0.095,39,reviewed,us,us,2021-10-16T17:33:17.177Z,10/16/21,"Saturday, October 16, 2021",Saturday
2021-10-16T16:05:28.992Z,-31.0797,-177.5661,10,4.9,"Often felt, but only causes minor damage.","500,000 events per year on average (statistically).",mb,,182,1.837,1.3,us,us6000fv95,2021-10-16T16:45:54.040Z,Kermadec Islands region,earthquake,11.2,2,0.112,25,reviewed,us,us,2021-10-16T16:05:28.992Z,10/16/21,"Saturday, October 16, 2021",Saturday
2021-10-16T07:07:44.959Z,11.5925,-60.0979,44.27,4.9,"Often felt, but only causes minor damage.","500,000 events per year on average (statistically).",mb,,61,1.615,0.51,us,us6000fv5y,2021-10-29T12:55:18.040Z,"83 km ENE of Scarborough, Trinidad and Tobago",earthquake,8.2,8.4,0.051,121,reviewed,us,us,2021-10-16T07:07:44.959Z,10/16/21,"Saturday, October 16, 2021",Saturday
2021-10-16T02:35:18.009Z,-59.6597,-26.2423,55.66,4.9,"Often felt, but only causes minor damage.","500,000 events per year on average (statistically).",mb,,119,7.764,0.57,us,us6000fw6c,2021-10-21T04:10:30.040Z,South Sandwich Islands region,earthquake,13.7,7.5,0.128,22,reviewed,us,us,2021-10-16T02:35:18.009Z,10/16/21,"Saturday, October 16, 2021",Saturday
2021-10-16T02:02:12.947Z,45.8468,149.2681,142.18,4.9,"Often felt, but only causes minor damage.","500,000 events per year on average (statistically).",mb,,49,4.637,1.18,us,us6000fv3a,2021-10-16T09:31:49.924Z,"128 km ENE of Kuril’sk, Russia",earthquake,7.6,6.4,0.026,466,reviewed,us,us,2021-10-16T02:02:12.947Z,10/16/21,"Saturday, October 16, 2021",Saturday
2021-10-15T16:54:48.080Z,8.8327,126.3554,65.95,4.9,"Often felt, but only causes minor damage.","500,000 events per year on average (statistically).",mb,,110,1.912,0.9,us,us6000fuz7,2021-10-16T00:35:52.373Z,"7 km ENE of Marihatag, Philippines",earthquake,9.9,6.9,0.049,131,reviewed,us,us,2021-10-15T16:54:48.080Z,10/15/21,"Friday, October 15, 2021",Friday
2021-10-14T20:49:18.495Z,-7.0946,130.0521,97.67,4.9,"Often felt, but only causes minor damage.","500,000 events per year on average (statistically).",mb,,93,1.518,0.56,us,us6000fupd,2021-10-20T15:26:55.040Z,"Pulau Pulau Tanimbar, Indonesia",earthquake,3.1,6.2,0.07,67,reviewed,us,us,2021-10-14T20:49:18.495Z,10/14/21,"Thursday, October 14, 2021",Thursday
2021-10-13T09:57:27.898Z,-7.1823,129.4314,143.65,4.9,"Often felt, but only causes minor damage.","500,000 events per year on average (statistically).",mb,,72,2.014,0.66,us,us6000fu6r,2021-10-22T13:00:46.040Z,"Kepulauan Babar, Indonesia",earthquake,8.1,7.7,0.081,48,reviewed,us,us,2021-10-13T09:57:27.898Z,10/13/21,"Wednesday, October 13, 2021",Wednesday
2021-10-13T09:54:28.907Z,-4.2422,152.9254,10,4.9,"Often felt, but only causes minor damage.","500,000 events per year on average (statistically).",mb,,76,0.761,0.79,us,us6000fu6q,2021-10-22T12:57:17.040Z,"73 km E of Kokopo, Papua New Guinea",earthquake,6.8,1.9,0.104,31,reviewed,us,us,2021-10-13T09:54:28.907Z,10/13/21,"Wednesday, October 13, 2021",Wednesday
2021-10-13T09:49:09.863Z,-58.6253,-25.1354,35,4.9,"Often felt, but only causes minor damage.","500,000 events per year on average (statistically).",mb,,70,15.932,0.57,us,us6000fu6p,2021-10-22T12:55:19.040Z,South Sandwich Islands region,earthquake,8.2,2,0.086,42,reviewed,us,us,2021-10-13T09:49:09.863Z,10/13/21,"Wednesday, October 13, 2021",Wednesday
2021-11-11T20:53:22.115Z,23.2932,126.3361,10,5,"Often felt, but only causes minor damage.","500,000 events per year on average (statistically).",mb,,82,3.26,1.01,us,us7000ftc7,2021-11-11T21:12:45.040Z,"197 km SSE of Hirara, Japan",earthquake,7,1.8,0.051,122,reviewed,us,us,2021-11-11T20:53:22.115Z,11/11/21,"Thursday, November 11, 2021",Thursday
2021-11-11T06:35:19.146Z,-30.1866,-176.5598,10,5,"Often felt, but only causes minor damage.","500,000 events per year on average (statistically).",mb,,237,1.499,0.36,us,us7000ft5a,2021-11-11T06:56:51.040Z,Kermadec Islands region,earthquake,14.9,2,0.124,28,reviewed,us,us,2021-11-11T06:35:19.146Z,11/11/21,"Thursday, November 11, 2021",Thursday
2021-11-10T21:19:57.408Z,-6.6634,154.9304,35,5,"Often felt, but only causes minor damage.","500,000 events per year on average (statistically).",mb,,67,3.69,1.16,us,us7000ft2k,2021-11-10T21:49:29.040Z,"72 km WSW of Panguna, Papua New Guinea",earthquake,9.3,1.9,0.066,73,reviewed,us,us,2021-11-10T21:19:57.408Z,11/10/21,"Wednesday, November 10, 2021",Wednesday
2021-11-10T02:50:09.877Z,-7.6064,105.8246,38.41,5,"Often felt, but only causes minor damage.","500,000 events per year on average (statistically).",mb,,59,1.815,1.43,us,us7000fsv8,2021-11-10T06:16:20.664Z,"105 km SW of Pelabuhanratu, Indonesia",earthquake,6.6,7.1,0.072,62,reviewed,us,us,2021-11-10T02:50:09.877Z,11/10/21,"Wednesday, November 10, 2021",Wednesday
2021-11-08T05:05:56.282Z,-0.5679,123.5638,10,5,"Often felt, but only causes minor damage.","500,000 events per year on average (statistically).",mww,,82,0.921,1.11,us,us7000fsbt,2021-11-08T05:20:02.040Z,"96 km ENE of Luwuk, Indonesia",earthquake,6.2,1.9,0.098,10,reviewed,us,us,2021-11-08T05:05:56.282Z,11/8/21,"Monday, November 8, 2021",Monday
2021-11-05T01:48:31.990Z,28.8149,87.4331,10,5,"Often felt, but only causes minor damage.","500,000 events per year on average (statistically).",mb,,133,5.097,1.04,us,us7000frkq,2021-11-07T16:37:14.438Z,"113 km NNE of Lobujya, Nepal",earthquake,10,1.8,0.055,108,reviewed,us,us,2021-11-05T01:48:31.990Z,11/5/21,"Friday, November 5, 2021",Friday
2021-11-03T12:45:40.964Z,-18.4741,168.9059,219.86,5,"Often felt, but only causes minor damage.","500,000 events per year on average (statistically).",mww,,78,3.422,0.68,us,us7000fr49,2021-11-03T23:21:11.281Z,"102 km SE of Port-Vila, Vanuatu",earthquake,8,6.4,0.089,12,reviewed,us,us,2021-11-03T12:45:40.964Z,11/3/21,"Wednesday, November 3, 2021",Wednesday
2021-11-02T08:34:52.731Z,14.6816,145.5534,145.99,5,"Often felt, but only causes minor damage.","500,000 events per year on average (statistically).",mb,,65,14.757,0.8,us,us7000fqrw,2021-11-11T08:45:03.761Z,"32 km SSW of San Jose Village, Northern Mariana Islands",earthquake,12.6,7.9,0.055,108,reviewed,us,us,2021-11-02T08:34:52.731Z,11/2/21,"Tuesday, November 2, 2021",Tuesday
2021-11-01T22:08:17.732Z,18.4295,-62.3407,32.38,5,"Often felt, but only causes minor damage.","500,000 events per year on average (statistically).",mww,,29,0.793,0.78,us,us7000fqmp,2021-11-09T05:36:24.002Z,"79 km ENE of The Valley, Anguilla",earthquake,5,3.8,0.068,21,reviewed,us,us,2021-11-01T22:08:17.732Z,11/1/21,"Monday, November 1, 2021",Monday
2021-11-01T04:40:36.021Z,-57.9919,-24.4554,10,5,"Often felt, but only causes minor damage.","500,000 events per year on average (statistically).",mb,,54,7.678,0.75,us,us7000fqfv,2021-11-09T05:16:16.040Z,South Sandwich Islands region,earthquake,10.9,1.8,0.083,46,reviewed,us,us,2021-11-01T04:40:36.021Z,11/1/21,"Monday, November 1, 2021",Monday
2021-11-01T03:07:56.341Z,12.8653,-88.6283,60.85,5,"Often felt, but only causes minor damage.","500,000 events per year on average (statistically).",mww,,46,0.894,0.94,us,us7000fqez,2021-11-09T04:15:51.405Z,"47 km S of Puerto El Triunfo, El Salvador",earthquake,4.4,3.5,0.05,38,reviewed,us,us,2021-11-01T03:07:56.341Z,11/1/21,"Monday, November 1, 2021",Monday
2021-11-01T02:50:58.695Z,-58.0153,-25.2169,35,5,"Often felt, but only causes minor damage.","500,000 events per year on average (statistically).",mb,,71,7.32,0.83,us,us7000fqet,2021-11-09T03:53:14.040Z,South Sandwich Islands region,earthquake,12.3,1.9,0.082,47,reviewed,us,us,2021-11-01T02:50:58.695Z,11/1/21,"Monday, November 1, 2021",Monday
2021-10-31T09:18:15.637Z,-28.1924,-177.3586,64.32,5,"Often felt, but only causes minor damage.","500,000 events per year on average (statistically).",mb,,70,1.174,0.71,us,us7000fq97,2021-10-31T09:47:00.040Z,Kermadec Islands region,earthquake,10.6,6.7,0.035,267,reviewed,us,us,2021-10-31T09:18:15.637Z,10/31/21,"Sunday, October 31, 2021",Sunday
2021-10-30T05:49:13.769Z,-41.4598,-83.3521,10,5,"Often felt, but only causes minor damage.","500,000 events per year on average (statistically).",mww,,136,7.423,0.48,us,us7000fq0p,2021-10-30T23:07:00.730Z,West Chile Rise,earthquake,12,1.9,0.062,25,reviewed,us,us,2021-10-30T05:49:13.769Z,10/30/21,"Saturday, October 30, 2021",Saturday
2021-10-29T06:38:20.317Z,-59.1418,-25.7541,48.06,5,"Often felt, but only causes minor damage.","500,000 events per year on average (statistically).",mb,,53,9.654,0.7,us,us7000fpnn,2021-11-11T07:14:45.040Z,South Sandwich Islands region,earthquake,10.8,7.4,0.072,62,reviewed,us,us,2021-10-29T06:38:20.317Z,10/29/21,"Friday, October 29, 2021",Friday
2021-10-28T23:35:02.649Z,9.8784,138.1142,10,5,"Often felt, but only causes minor damage.","500,000 events per year on average (statistically).",mb,,89,12.709,1.31,us,us7000fpk2,2021-10-29T16:27:00.975Z,"40 km N of Colonia, Micronesia",earthquake,7.9,1.9,0.063,81,reviewed,us,us,2021-10-28T23:35:02.649Z,10/28/21,"Thursday, October 28, 2021",Thursday
2021-10-28T06:03:11.030Z,-22.8447,-174.9461,10,5,"Often felt, but only causes minor damage.","500,000 events per year on average (statistically).",mb,,124,6.927,0.75,us,us7000fpce,2021-10-28T06:24:27.040Z,"167 km S of ‘Ohonua, Tonga",earthquake,5.1,1.9,0.069,72,reviewed,us,us,2021-10-28T06:03:11.030Z,10/28/21,"Thursday, October 28, 2021",Thursday
2021-10-26T08:44:22.737Z,-59.3975,-25.0135,45.85,5,"Often felt, but only causes minor damage.","500,000 events per year on average (statistically).",mb,,94,8.108,0.45,us,us6000fxka,2021-10-26T09:02:14.040Z,South Sandwich Islands region,earthquake,12.5,10.1,0.095,35,reviewed,us,us,2021-10-26T08:44:22.737Z,10/26/21,"Tuesday, October 26, 2021",Tuesday
2021-10-25T06:52:04.177Z,-9.3149,107.8242,10,5,"Often felt, but only causes minor damage.","500,000 events per year on average (statistically).",mb,,44,1.848,0.51,us,us6000fxc9,2021-10-25T07:21:50.510Z,"217 km S of Kawalu, Indonesia",earthquake,3.8,1.8,0.066,73,reviewed,us,us,2021-10-25T06:52:04.177Z,10/25/21,"Monday, October 25, 2021",Monday
2021-10-23T08:00:42.195Z,-57.4857,-25.7171,54.2,5,"Often felt, but only causes minor damage.","500,000 events per year on average (statistically).",mb,,69,16.403,0.72,us,us6000fwyz,2021-11-04T06:48:46.040Z,South Sandwich Islands region,earthquake,6.4,7.5,0.081,49,reviewed,us,us,2021-10-23T08:00:42.195Z,10/23/21,"Saturday, October 23, 2021",Saturday
2021-10-22T23:03:01.937Z,51.4199,91.8033,10,5,"Often felt, but only causes minor damage.","500,000 events per year on average (statistically).",mb,,58,4.945,0.74,us,us6000fwvr,2021-10-29T03:42:39.642Z,"21 km NE of Chadan, Russia",earthquake,7.8,1.9,0.055,105,reviewed,us,us,2021-10-22T23:03:01.937Z,10/22/21,"Friday, October 22, 2021",Friday
2021-10-22T21:59:46.449Z,-17.0399,-173.9677,75.06,5,"Often felt, but only causes minor damage.","500,000 events per year on average (statistically).",mb,,54,3.759,0.86,us,us6000fwvd,2021-10-31T21:31:58.040Z,"121 km S of Hihifo, Tonga",earthquake,7.9,6.6,0.037,227,reviewed,us,us,2021-10-22T21:59:46.449Z,10/22/21,"Friday, October 22, 2021",Friday
2021-10-17T12:05:18.385Z,49.2314,155.9782,54.2,5,"Often felt, but only causes minor damage.","500,000 events per year on average (statistically).",mb,,117,4.03,0.79,us,us6000fver,2021-10-17T12:24:09.040Z,"160 km S of Severo-Kuril’sk, Russia",earthquake,8.7,5,0.035,265,reviewed,us,us,2021-10-17T12:05:18.385Z,10/17/21,"Sunday, October 17, 2021",Sunday
2021-10-16T22:56:15.668Z,15.4943,-49.9874,10,5,"Often felt, but only causes minor damage.","500,000 events per year on average (statistically).",mb,,53,9.566,0.51,us,us6000fvay,2021-10-30T05:03:22.040Z,North Atlantic Ocean,earthquake,9.4,1.9,0.045,157,reviewed,us,us,2021-10-16T22:56:15.668Z,10/16/21,"Saturday, October 16, 2021",Saturday
2021-10-15T23:17:27.891Z,-4.9203,102.9791,59.39,5,"Often felt, but only causes minor damage.","500,000 events per year on average (statistically).",mb,,50,0.556,0.77,us,us6000fv2g,2021-11-06T23:23:30.040Z,"103 km SSW of Pagar Alam, Indonesia",earthquake,6.7,5.9,0.066,73,reviewed,us,us,2021-10-15T23:17:27.891Z,10/15/21,"Friday, October 15, 2021",Friday
2021-10-13T10:51:47.685Z,-7.0998,130.0563,91.46,5,"Often felt, but only causes minor damage.","500,000 events per year on average (statistically).",mb,,78,1.512,0.61,us,us6000fu72,2021-10-23T05:47:56.040Z,"Pulau Pulau Tanimbar, Indonesia",earthquake,7.2,6.8,0.076,55,reviewed,us,us,2021-10-13T10:51:47.685Z,10/13/21,"Wednesday, October 13, 2021",Wednesday
2021-10-13T02:54:26.358Z,9.562,-84.7757,16.27,5,"Often felt, but only causes minor damage.","500,000 events per year on average (statistically).",mwr,,122,0.744,0.75,us,us6000fu4e,2021-10-29T23:14:08.442Z,"17 km WSW of Jacó, Costa Rica",earthquake,5.1,4.1,0.049,40,reviewed,us,us,2021-10-13T02:54:26.358Z,10/13/21,"Wednesday, October 13, 2021",Wednesday
2021-11-11T13:21:40.610Z,63.7984,-20.074,10,5.1,"Often felt, but only causes minor damage.","500,000 events per year on average (statistically).",mb,,116,1.098,1.37,us,us7000ft83,2021-11-12T01:12:59.003Z,"40 km NNE of Vestmannaeyjar, Iceland",earthquake,7.4,1.9,0.084,46,reviewed,us,us,2021-11-11T13:21:40.610Z,11/11/21,"Thursday, November 11, 2021",Thursday
2021-11-10T11:02:11.494Z,36.8373,-33.3595,10,5.1,"Often felt, but only causes minor damage.","500,000 events per year on average (statistically).",mb,,93,21.465,0.77,us,us7000fsxw,2021-11-10T11:54:49.511Z,Azores Islands region,earthquake,9.7,1.6,0.054,114,reviewed,us,us,2021-11-10T11:02:11.494Z,11/10/21,"Wednesday, November 10, 2021",Wednesday
2021-11-08T17:43:21.946Z,37.8505,32.1712,10,5.1,"Often felt, but only causes minor damage.","500,000 events per year on average (statistically).",mww,,26,1.315,0.46,us,us7000fsfm,2021-11-09T19:47:48.040Z,"22 km SE of Derbent, Turkey",earthquake,5.1,1.9,0.053,34,reviewed,us,us,2021-11-08T17:43:21.946Z,11/8/21,"Monday, November 8, 2021",Monday
2021-11-07T18:50:24.591Z,-57.8709,-25.4456,64.17,5.1,"Often felt, but only causes minor damage.","500,000 events per year on average (statistically).",mb,,79,7.147,0.78,us,us7000fs93,2021-11-07T19:06:00.040Z,South Sandwich Islands region,earthquake,11.7,8.5,0.083,47,reviewed,us,us,2021-11-07T18:50:24.591Z,11/7/21,"Sunday, November 7, 2021",Sunday
2021-11-06T03:56:19.491Z,-1.3113,120.6166,10,5.1,"Often felt, but only causes minor damage.","500,000 events per year on average (statistically).",mww,,46,2.171,1.03,us,us7000frwy,2021-11-06T04:58:44.990Z,"17 km WNW of Poso, Indonesia",earthquake,5.7,1.9,0.093,11,reviewed,us,us,2021-11-06T03:56:19.491Z,11/6/21,"Saturday, November 6, 2021",Saturday
2021-11-05T23:19:49.967Z,-6.0684,-81.4731,10,5.1,"Often felt, but only causes minor damage.","500,000 events per year on average (statistically).",mww,,121,6.078,0.67,us,us7000frvc,2021-11-08T02:39:55.128Z,"91 km SW of Sechura, Peru",earthquake,8.5,1.9,0.061,26,reviewed,us,us,2021-11-05T23:19:49.967Z,11/5/21,"Friday, November 5, 2021",Friday
2021-11-04T19:21:36.108Z,-59.5583,-26.2057,72.62,5.1,"Often felt, but only causes minor damage.","500,000 events per year on average (statistically).",mb,,83,7.715,0.66,us,us7000frpx,2021-11-10T23:24:28.040Z,South Sandwich Islands region,earthquake,12.2,6,0.091,39,reviewed,us,us,2021-11-04T19:21:36.108Z,11/4/21,"Thursday, November 4, 2021",Thursday
2021-11-03T00:50:35.771Z,0.9206,98.5198,64.77,5.1,"Often felt, but only causes minor damage.","500,000 events per year on average (statistically).",mb,,50,1.018,1.06,us,us7000fqzz,2021-11-10T02:59:11.477Z,"95 km SSW of Sibolga, Indonesia",earthquake,5,5.2,0.054,114,reviewed,us,us,2021-11-03T00:50:35.771Z,11/3/21,"Wednesday, November 3, 2021",Wednesday
2021-11-02T04:49:17.794Z,-56.3078,-26.1011,10,5.1,"Often felt, but only causes minor damage.","500,000 events per year on average (statistically).",mb,,44,6.27,0.63,us,us7000fqqc,2021-11-04T03:16:20.040Z,South Sandwich Islands region,earthquake,11.3,1.8,0.069,68,reviewed,us,us,2021-11-02T04:49:17.794Z,11/2/21,"Tuesday, November 2, 2021",Tuesday
2021-11-01T00:00:45.626Z,-21.4704,168.9188,10,5.1,"Often felt, but only causes minor damage.","500,000 events per year on average (statistically).",mb,,93,1.777,0.69,us,us7000fqcf,2021-11-06T03:47:05.807Z,"107 km E of Tadine, New Caledonia",earthquake,7.5,1.8,0.045,158,reviewed,us,us,2021-11-01T00:00:45.626Z,11/1/21,"Monday, November 1, 2021",Monday
2021-10-31T21:14:47.218Z,36.4665,140.6005,52.43,5.1,"Often felt, but only causes minor damage.","500,000 events per year on average (statistically).",mww,,44,1.928,0.48,us,us7000fqbt,2021-11-03T23:35:11.956Z,"3 km E of Funaishikawa, Japan",earthquake,5.5,4.6,0.086,13,reviewed,us,us,2021-10-31T21:14:47.218Z,10/31/21,"Sunday, October 31, 2021",Sunday
2021-10-31T20:35:41.178Z,33.3781,135.5757,12.51,5.1,"Often felt, but only causes minor damage.","500,000 events per year on average (statistically).",mb,,116,1.462,0.86,us,us7000fqbj,2021-11-03T04:11:06.040Z,"43 km SSE of Tanabe, Japan",earthquake,7.1,5,0.081,49,reviewed,us,us,2021-10-31T20:35:41.178Z,10/31/21,"Sunday, October 31, 2021",Sunday
2021-10-28T19:06:56.883Z,55.1016,-158.8637,31.82,5.1,"Often felt, but only causes minor damage.","500,000 events per year on average (statistically).",mww,,63,0.498,1.05,us,us7000fphz,2021-11-05T14:03:31.119Z,"91 km S of Perryville, Alaska",earthquake,3.8,3.4,0.043,53,reviewed,us,us,2021-10-28T19:06:56.883Z,10/28/21,"Thursday, October 28, 2021",Thursday
2021-10-28T02:32:05.751Z,-7.4955,128.4359,129.62,5.1,"Often felt, but only causes minor damage.","500,000 events per year on average (statistically).",mb,,23,2.878,0.81,us,us7000fpbe,2021-10-28T23:25:35.040Z,"194 km NE of Lospalos, Timor Leste",earthquake,6.3,4.5,0.053,117,reviewed,us,us,2021-10-28T02:32:05.751Z,10/28/21,"Thursday, October 28, 2021",Thursday
2021-10-25T15:32:18.030Z,19.347,144.6251,10,5.1,"Often felt, but only causes minor damage.","500,000 events per year on average (statistically).",mb,,55,16.306,0.79,us,us6000fxej,2021-11-10T15:42:25.855Z,"Maug Islands region, Northern Mariana Islands",earthquake,11,1.8,0.057,105,reviewed,us,us,2021-10-25T15:32:18.030Z,10/25/21,"Monday, October 25, 2021",Monday
2021-10-23T23:08:29.143Z,8.5647,127.0163,10,5.1,"Often felt, but only causes minor damage.","500,000 events per year on average (statistically).",mb,,66,2.057,0.79,us,us6000fx3p,2021-11-03T01:22:41.343Z,"78 km ENE of Hinatuan, Philippines",earthquake,8,1.8,0.051,123,reviewed,us,us,2021-10-23T23:08:29.143Z,10/23/21,"Saturday, October 23, 2021",Saturday
2021-10-23T03:16:01.816Z,24.0245,121.785,10,5.1,"Often felt, but only causes minor damage.","500,000 events per year on average (statistically).",mb,,80,0.98,0.77,us,us6000fwxj,2021-10-23T14:51:56.893Z,"19 km ENE of Hualien City, Taiwan",earthquake,8.6,1.9,0.054,111,reviewed,us,us,2021-10-23T03:16:01.816Z,10/23/21,"Saturday, October 23, 2021",Saturday
2021-10-23T03:10:02.788Z,51.5135,178.8367,53.74,5.1,"Often felt, but only causes minor damage.","500,000 events per year on average (statistically).",mb,,97,0.32,1.07,us,us6000fwx4,2021-11-11T03:20:08.972Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,5.9,5.6,0.024,573,reviewed,us,us,2021-10-23T03:10:02.788Z,10/23/21,"Saturday, October 23, 2021",Saturday
2021-10-20T06:38:29.655Z,-11.8553,166.8466,205.22,5.1,"Often felt, but only causes minor damage.","500,000 events per year on average (statistically).",mb,,48,3.587,0.78,us,us6000fw20,2021-10-20T06:59:14.383Z,"169 km SE of Lata, Solomon Islands",earthquake,9.3,7.1,0.042,188,reviewed,us,us,2021-10-20T06:38:29.655Z,10/20/21,"Wednesday, October 20, 2021",Wednesday
2021-10-18T22:23:37.106Z,-45.6797,-77.0529,10,5.1,"Often felt, but only causes minor damage.","500,000 events per year on average (statistically).",mww,,137,3.461,1.04,us,us6000fvra,2021-10-28T14:20:25.898Z,"Off the coast of Aisen, Chile",earthquake,9.2,1.9,0.065,23,reviewed,us,us,2021-10-18T22:23:37.106Z,10/18/21,"Monday, October 18, 2021",Monday
2021-10-17T02:32:06.430Z,29.4073,130.7267,20.69,5.1,"Often felt, but only causes minor damage.","500,000 events per year on average (statistically).",mb,,126,2.108,0.78,us,us6000fvc3,2021-10-17T02:54:17.040Z,"93 km SSE of Koshima, Japan",earthquake,6.5,5.1,0.046,154,reviewed,us,us,2021-10-17T02:32:06.430Z,10/17/21,"Sunday, October 17, 2021",Sunday
2021-10-17T02:30:57.016Z,-29.9485,-177.3935,10,5.1,"Often felt, but only causes minor damage.","500,000 events per year on average (statistically).",mb,,121,0.823,1.33,us,us6000fvc2,2021-10-17T02:47:01.040Z,"Kermadec Islands, New Zealand",earthquake,8.4,1.9,0.095,36,reviewed,us,us,2021-10-17T02:30:57.016Z,10/17/21,"Sunday, October 17, 2021",Sunday
2021-10-16T13:24:11.927Z,-58.8994,-24.8422,52.3,5.1,"Often felt, but only causes minor damage.","500,000 events per year on average (statistically).",mb,,88,7.914,0.82,us,us6000fv80,2021-10-16T13:37:49.040Z,South Sandwich Islands region,earthquake,13,8.6,0.086,44,reviewed,us,us,2021-10-16T13:24:11.927Z,10/16/21,"Saturday, October 16, 2021",Saturday
2021-10-15T20:18:20.996Z,-8.3378,115.4722,10,5.1,"Often felt, but only causes minor damage.","500,000 events per year on average (statistically).",mb,,25,1.312,1.01,us,us6000fv0u,2021-10-28T13:58:26.113Z,"18 km NW of Bedugul, Indonesia",earthquake,5.5,1.7,0.062,92,reviewed,us,us,2021-10-15T20:18:20.996Z,10/15/21,"Friday, October 15, 2021",Friday
2021-10-13T06:25:38.447Z,-4.1376,152.8995,10,5.1,"Often felt, but only causes minor damage.","500,000 events per year on average (statistically).",mb,,34,0.735,0.68,us,us6000fu5v,2021-11-03T07:01:22.811Z,"73 km ENE of Kokopo, Papua New Guinea",earthquake,6.7,1.8,0.067,72,reviewed,us,us,2021-10-13T06:25:38.447Z,10/13/21,"Wednesday, October 13, 2021",Wednesday
2021-11-07T03:16:44.975Z,-40.3332,173.4111,213.06,5.2,"Often felt, but only causes minor damage.","500,000 events per year on average (statistically).",mww,,35,0.779,0.98,us,us7000fs4q,2021-11-08T03:20:30.437Z,"77 km NE of Takaka, New Zealand",earthquake,7.5,6.1,0.089,12,reviewed,us,us,2021-11-07T03:16:44.975Z,11/7/21,"Sunday, November 7, 2021",Sunday
2021-11-04T16:25:05.135Z,-6.7899,147.626,46.39,5.2,"Often felt, but only causes minor damage.","500,000 events per year on average (statistically).",mb,,25,4.722,0.65,us,us7000frfu,2021-11-05T02:06:22.384Z,"35 km SW of Finschhafen, Papua New Guinea",earthquake,7.5,3.1,0.043,179,reviewed,us,us,2021-11-04T16:25:05.135Z,11/4/21,"Thursday, November 4, 2021",Thursday
