time,latitude,longitude,depth,mag,effects,frequency,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource,TimeCopy2,CalendarShort,CalendarLong,DayWeek
2021-11-04T08:57:06.817Z,52.7003,-167.9814,35.82,5.2,"Often felt, but only causes minor damage.","500,000 events per year on average (statistically).",mww,,28,0.713,0.98,us,us7000frcu,2021-11-11T09:07:19.547Z,"65 km ESE of Nikolski, Alaska",earthquake,6.4,4.5,0.057,30,reviewed,us,us,2021-11-04T08:57:06.817Z,11/4/21,"Thursday, November 4, 2021",Thursday
2021-10-29T19:55:26.377Z,-15.0472,-73.969,68.82,5.2,"Often felt, but only causes minor damage.","500,000 events per year on average (statistically).",mww,,80,4.13,0.71,us,us7000fpw9,2021-10-30T16:02:20.606Z,"20 km W of Coracora, Peru",earthquake,6.8,2.8,0.065,23,reviewed,us,us,2021-10-29T19:55:26.377Z,10/29/21,"Friday, October 29, 2021",Friday
2021-10-29T04:33:31.851Z,5.2456,125.5778,175.74,5.2,"Often felt, but only causes minor damage.","500,000 events per year on average (statistically).",mb,,51,1.812,0.79,us,us7000fpmk,2021-10-29T06:27:23.291Z,"21 km SE of Sarangani, Philippines",earthquake,7.6,7,0.049,142,reviewed,us,us,2021-10-29T04:33:31.851Z,10/29/21,"Friday, October 29, 2021",Friday
2021-10-25T22:05:11.771Z,-3.2153,140.9429,34.98,5.2,"Often felt, but only causes minor damage.","500,000 events per year on average (statistically).",mww,,24,0.735,0.91,us,us6000fxhi,2021-11-02T04:35:02.040Z,"71 km SW of Vanimo, Papua New Guinea",earthquake,6.8,4.1,0.078,16,reviewed,us,us,2021-10-25T22:05:11.771Z,10/25/21,"Monday, October 25, 2021",Monday
2021-10-25T05:21:55.398Z,-5.3964,152.5386,20.98,5.2,"Often felt, but only causes minor damage.","500,000 events per year on average (statistically).",mb,,71,1.254,0.93,us,us6000fxby,2021-10-25T05:42:01.040Z,"120 km SSE of Kokopo, Papua New Guinea",earthquake,7.7,5.6,0.048,144,reviewed,us,us,2021-10-25T05:21:55.398Z,10/25/21,"Monday, October 25, 2021",Monday
2021-10-23T00:34:17.002Z,-56.2517,-27.9011,112.3,5.2,"Often felt, but only causes minor damage.","500,000 events per year on average (statistically).",mww,,39,5.291,0.84,us,us6000fww4,2021-10-29T03:57:28.040Z,South Sandwich Islands region,earthquake,8.8,4.5,0.083,14,reviewed,us,us,2021-10-23T00:34:17.002Z,10/23/21,"Saturday, October 23, 2021",Saturday
2021-10-17T17:39:15.124Z,49.2389,155.957,35,5.2,"Often felt, but only causes minor damage.","500,000 events per year on average (statistically).",mb,,124,4.026,0.69,us,us6000fvgx,2021-10-17T18:08:56.040Z,"160 km S of Severo-Kuril’sk, Russia",earthquake,10.1,1.9,0.033,303,reviewed,us,us,2021-10-17T17:39:15.124Z,10/17/21,"Sunday, October 17, 2021",Sunday
2021-11-06T15:13:19.459Z,-58.5233,-23.3964,10,5.3,"Often felt, but only causes minor damage.","500,000 events per year on average (statistically).",mb,,68,8.407,0.99,us,us7000fs1f,2021-11-06T15:31:10.040Z,South Sandwich Islands region,earthquake,8.8,1.9,0.065,80,reviewed,us,us,2021-11-06T15:13:19.459Z,11/6/21,"Saturday, November 6, 2021",Saturday
2021-11-06T13:03:02.864Z,-21.3208,-173.633,10,5.3,"Often felt, but only causes minor damage.","500,000 events per year on average (statistically).",mb,,189,7.579,0.67,us,us7000frzy,2021-11-07T01:45:58.025Z,"136 km E of ‘Ohonua, Tonga",earthquake,7.6,2,0.094,38,reviewed,us,us,2021-11-06T13:03:02.864Z,11/6/21,"Saturday, November 6, 2021",Saturday
2021-11-04T15:46:38.965Z,19.0284,145.0334,564.21,5.3,"Often felt, but only causes minor damage.","500,000 events per year on average (statistically).",mww,,18,8.446,0.73,us,us7000frem,2021-11-11T15:56:41.083Z,"Maug Islands region, Northern Mariana Islands",earthquake,9.2,5.5,0.098,10,reviewed,us,us,2021-11-04T15:46:38.965Z,11/4/21,"Thursday, November 4, 2021",Thursday
2021-10-27T02:42:31.671Z,57.8979,153.0993,10,5.3,"Often felt, but only causes minor damage.","500,000 events per year on average (statistically).",mb,,58,2.075,0.52,us,us7000fp3l,2021-11-05T03:43:42.065Z,"214 km SSE of Ola, Russia",earthquake,7.1,1.8,0.042,194,reviewed,us,us,2021-10-27T02:42:31.671Z,10/27/21,"Wednesday, October 27, 2021",Wednesday
2021-10-22T02:21:15.383Z,-8.7794,112.5219,80.08,5.3,"Often felt, but only causes minor damage.","500,000 events per year on average (statistically).",mb,,48,1.641,1.42,us,us6000fwmg,2021-10-22T05:04:06.945Z,"67 km SSW of Dampit, Indonesia",earthquake,7.4,6.5,0.053,125,reviewed,us,us,2021-10-22T02:21:15.383Z,10/22/21,"Friday, October 22, 2021",Friday
2021-10-19T12:36:38.091Z,41.558,142.8235,31.67,5.3,"Often felt, but only causes minor damage.","500,000 events per year on average (statistically).",mww,,62,0.52,0.53,us,us6000fvv2,2021-10-28T14:30:56.199Z,"94 km SSE of Shizunai-furukawachō, Japan",earthquake,4.7,3.4,0.059,28,reviewed,us,us,2021-10-19T12:36:38.091Z,10/19/21,"Tuesday, October 19, 2021",Tuesday
2021-10-18T08:24:31.711Z,54.0003,158.6353,171.06,5.3,"Often felt, but only causes minor damage.","500,000 events per year on average (statistically).",mww,,32,0.979,0.73,us,us6000fvl5,2021-10-18T14:04:18.040Z,"77 km S of Mil’kovo, Russia",earthquake,7.6,4.4,0.08,15,reviewed,us,us,2021-10-18T08:24:31.711Z,10/18/21,"Monday, October 18, 2021",Monday
2021-10-14T03:47:04.919Z,-36.3178,52.4331,10,5.3,"Often felt, but only causes minor damage.","500,000 events per year on average (statistically).",mww,,23,12.238,0.78,us,us6000fufn,2021-11-10T03:22:49.040Z,Southwest Indian Ridge,earthquake,9.6,1.7,0.093,11,reviewed,us,us,2021-10-14T03:47:04.919Z,10/14/21,"Thursday, October 14, 2021",Thursday
2021-11-07T03:39:33.757Z,-19.266,-173.4713,10,5.4,"Often felt, but only causes minor damage.","500,000 events per year on average (statistically).",mww,,81,5.567,1.09,us,us7000fs4v,2021-11-08T03:42:18.397Z,"86 km SE of Neiafu, Tonga",earthquake,11.1,1.9,0.098,10,reviewed,us,us,2021-11-07T03:39:33.757Z,11/7/21,"Sunday, November 7, 2021",Sunday
2021-11-02T17:00:46.473Z,-62.6243,155.4631,10,5.4,"Often felt, but only causes minor damage.","500,000 events per year on average (statistically).",mww,,81,8.35,0.76,us,us7000fqw8,2021-11-03T18:05:40.161Z,Balleny Islands region,earthquake,11.3,1.8,0.098,10,reviewed,us,us,2021-11-02T17:00:46.473Z,11/2/21,"Tuesday, November 2, 2021",Tuesday
2021-11-02T02:28:07.767Z,-22.7888,171.5916,10,5.4,"Often felt, but only causes minor damage.","500,000 events per year on average (statistically).",mww,,28,3.831,1.1,us,us7000fqp8,2021-11-04T02:16:32.274Z,southeast of the Loyalty Islands,earthquake,4.4,1.7,0.073,18,reviewed,us,us,2021-11-02T02:28:07.767Z,11/2/21,"Tuesday, November 2, 2021",Tuesday
2021-10-22T07:27:53.898Z,4.4309,147.2868,10,5.4,"Often felt, but only causes minor damage.","500,000 events per year on average (statistically).",mww,,73,6.431,0.66,us,us6000fwpc,2021-11-04T06:28:30.019Z,Federated States of Micronesia region,earthquake,9.4,1.9,0.089,12,reviewed,us,us,2021-10-22T07:27:53.898Z,10/22/21,"Friday, October 22, 2021",Friday
2021-10-17T21:59:51.077Z,28.7036,138.1975,506.54,5.4,"Often felt, but only causes minor damage.","500,000 events per year on average (statistically).",mww,,43,3.874,0.78,us,us6000fvi9,2021-10-19T04:55:49.259Z,"Bonin Islands, Japan region",earthquake,9.3,5.5,0.098,10,reviewed,us,us,2021-10-17T21:59:51.077Z,10/17/21,"Sunday, October 17, 2021",Sunday
2021-10-16T18:27:28.934Z,18.7026,-81.7062,10,5.4,"Often felt, but only causes minor damage.","500,000 events per year on average (statistically).",mww,,26,1.81,0.89,us,us6000fv9g,2021-10-19T17:07:56.599Z,"73 km SSW of George Town, Cayman Islands",earthquake,5.6,1.8,0.041,56,reviewed,us,us,2021-10-16T18:27:28.934Z,10/16/21,"Saturday, October 16, 2021",Saturday
2021-10-13T07:55:29.280Z,-50.31,-72.2368,10,5.4,"Often felt, but only causes minor damage.","500,000 events per year on average (statistically).",mww,,47,0.964,0.83,us,us6000fu6b,2021-11-03T07:19:26.754Z,"4 km NE of El Calafate, Argentina",earthquake,6,1.7,0.083,14,reviewed,us,us,2021-10-13T07:55:29.280Z,10/13/21,"Wednesday, October 13, 2021",Wednesday
2021-11-04T16:36:53.368Z,-48.2606,165.2157,10,5.5,Slight damage to buildings and other structures.,350 events per year on average (statistically).,mww,,84,2.321,0.76,us,us7000frfx,2021-11-05T18:17:48.040Z,"298 km SW of Bluff, New Zealand",earthquake,5.3,1.7,0.093,11,reviewed,us,us,2021-11-04T16:36:53.368Z,11/4/21,"Thursday, November 4, 2021",Thursday
2021-11-02T20:55:06.177Z,-12.1282,65.5865,10,5.5,Slight damage to buildings and other structures.,350 events per year on average (statistically).,mww,,41,7.877,1.02,us,us7000fqyj,2021-11-04T17:00:15.040Z,Mid-Indian Ridge,earthquake,8.8,1.7,0.083,14,reviewed,us,us,2021-11-02T20:55:06.177Z,11/2/21,"Tuesday, November 2, 2021",Tuesday
2021-10-30T11:11:42.214Z,-7.7089,125.4201,15.23,5.5,Slight damage to buildings and other structures.,350 events per year on average (statistically).,mww,,43,2.33,0.65,us,us7000fq2q,2021-10-31T11:14:53.998Z,"95 km N of Dili, Timor Leste",earthquake,6.5,4.2,0.055,32,reviewed,us,us,2021-10-30T11:11:42.214Z,10/30/21,"Saturday, October 30, 2021",Saturday
2021-10-30T08:05:19.393Z,-19.6218,-177.6398,379.04,5.5,Slight damage to buildings and other structures.,350 events per year on average (statistically).,mww,,67,4.489,0.8,us,us7000fq1g,2021-11-03T22:09:13.040Z,Fiji region,earthquake,10.2,6,0.075,17,reviewed,us,us,2021-10-30T08:05:19.393Z,10/30/21,"Saturday, October 30, 2021",Saturday
2021-10-29T19:42:31.213Z,-29.4146,-176.0962,10,5.5,Slight damage to buildings and other structures.,350 events per year on average (statistically).,mww,,37,1.599,1.09,us,us7000fpw5,2021-10-30T19:45:17.033Z,Kermadec Islands region,earthquake,7.1,1.7,0.062,25,reviewed,us,us,2021-10-29T19:42:31.213Z,10/29/21,"Friday, October 29, 2021",Friday
2021-10-21T08:36:47.362Z,32.1004,138.2208,335.52,5.5,Slight damage to buildings and other structures.,350 events per year on average (statistically).,mww,,30,1.682,0.87,us,us6000fwdc,2021-10-28T15:40:26.040Z,"276 km SE of Shingū, Japan",earthquake,7.4,4.9,0.098,10,reviewed,us,us,2021-10-21T08:36:47.362Z,10/21/21,"Thursday, October 21, 2021",Thursday
2021-10-14T15:16:28.734Z,1.2334,126.1541,31.92,5.5,Slight damage to buildings and other structures.,350 events per year on average (statistically).,mww,,13,1.296,0.98,us,us6000fuke,2021-11-10T22:09:02.300Z,"134 km ESE of Laikit, Laikit II (Dimembe), Indonesia",earthquake,4.5,3.1,0.063,24,reviewed,us,us,2021-10-14T15:16:28.734Z,10/14/21,"Thursday, October 14, 2021",Thursday
2021-10-31T16:37:46.049Z,54.9255,-158.7303,25,5.6,Slight damage to buildings and other structures.,350 events per year on average (statistically).,mww,,54,0.505,0.77,us,us7000fqai,2021-11-05T22:20:33.621Z,"112 km SSE of Perryville, Alaska",earthquake,4.1,1.8,0.034,82,reviewed,us,us,2021-10-31T16:37:46.049Z,10/31/21,"Sunday, October 31, 2021",Sunday
2021-10-21T21:58:20.753Z,-39.0151,174.9596,226.02,5.6,Slight damage to buildings and other structures.,350 events per year on average (statistically).,mww,,30,0.508,0.9,us,us6000fwke,2021-10-24T02:07:49.801Z,"62 km E of Waitara, New Zealand",earthquake,10.4,4.2,0.062,25,reviewed,us,us,2021-10-21T21:58:20.753Z,10/21/21,"Thursday, October 21, 2021",Thursday
2021-10-19T10:28:45.829Z,-21.2434,-175.7779,10,5.6,Slight damage to buildings and other structures.,350 events per year on average (statistically).,mww,,75,6.779,0.98,us,us6000fvur,2021-10-20T13:24:23.962Z,"59 km W of Haveluloto, Tonga",earthquake,11.7,1.8,0.083,14,reviewed,us,us,2021-10-19T10:28:45.829Z,10/19/21,"Tuesday, October 19, 2021",Tuesday
2021-10-14T05:51:55.748Z,-15.0476,167.4701,116,5.6,Slight damage to buildings and other structures.,350 events per year on average (statistically).,mww,,63,0.473,0.62,us,us6000fugu,2021-11-05T07:48:54.128Z,"42 km E of Port-Olry, Vanuatu",earthquake,9.7,1.9,0.051,37,reviewed,us,us,2021-10-14T05:51:55.748Z,10/14/21,"Thursday, October 14, 2021",Thursday
2021-11-12T00:34:16.811Z,-26.5632,-13.6867,10,5.7,Slight damage to buildings and other structures.,350 events per year on average (statistically).,mww,,45,12.883,0.8,us,us7000ftdy,2021-11-12T00:56:51.911Z,southern Mid-Atlantic Ridge,earthquake,10.2,1.8,0.098,10,reviewed,us,us,2021-11-12T00:34:16.811Z,11/12/21,"Friday, November 12, 2021",Friday
2021-11-09T06:24:23.814Z,11.1869,-86.4882,35,5.7,Slight damage to buildings and other structures.,350 events per year on average (statistically).,mb,,154,0.947,1.61,us,us7000fsku,2021-11-10T06:27:56.901Z,"66 km WSW of Tola, Nicaragua",earthquake,3.6,2,0.025,587,reviewed,us,us,2021-11-09T06:24:23.814Z,11/9/21,"Tuesday, November 9, 2021",Tuesday
2021-11-04T02:42:44.037Z,-2.9492,129.3383,18,5.7,Slight damage to buildings and other structures.,350 events per year on average (statistically).,mwb,,21,2.907,0.78,us,us7000fraj,2021-11-05T03:56:12.361Z,"63 km NE of Amahai, Indonesia",earthquake,6.4,1.7,0.032,96,reviewed,us,us,2021-11-04T02:42:44.037Z,11/4/21,"Thursday, November 4, 2021",Thursday
2021-11-03T03:19:00.399Z,-24.4817,-175.9105,35,5.7,Slight damage to buildings and other structures.,350 events per year on average (statistically).,mww,,63,5.088,0.64,us,us7000fr0x,2021-11-05T01:08:15.583Z,south of Tonga,earthquake,9.5,1.9,0.071,19,reviewed,us,us,2021-11-03T03:19:00.399Z,11/3/21,"Wednesday, November 3, 2021",Wednesday
2021-11-03T03:17:48.410Z,-32.6979,-70.0534,98.49,5.7,Slight damage to buildings and other structures.,350 events per year on average (statistically).,mww,,18,0.424,0.71,us,us7000fr0v,2021-11-10T11:15:58.471Z,"53 km ENE of Los Andes, Chile",earthquake,4.7,3,0.041,58,reviewed,us,us,2021-11-03T03:17:48.410Z,11/3/21,"Wednesday, November 3, 2021",Wednesday
2021-11-09T02:53:50.035Z,11.1533,-86.6853,17,5.9,Slight damage to buildings and other structures.,350 events per year on average (statistically).,mww,,27,1.078,0.77,us,us7000fsjc,2021-11-10T04:58:32.513Z,"72 km SSW of Masachapa, Nicaragua",earthquake,3.3,1.7,0.035,78,reviewed,us,us,2021-11-09T02:53:50.035Z,11/9/21,"Tuesday, November 9, 2021",Tuesday
2021-11-02T16:43:52.809Z,-6.8807,130.4963,94,5.9,Slight damage to buildings and other structures.,350 events per year on average (statistically).,mww,,29,4.305,0.84,us,us7000fqve,2021-11-07T21:28:55.146Z,"285 km WSW of Tual, Indonesia",earthquake,6.8,1.9,0.068,21,reviewed,us,us,2021-11-02T16:43:52.809Z,11/2/21,"Tuesday, November 2, 2021",Tuesday
2021-10-30T09:03:22.554Z,-51.441,139.1069,10,5.9,Slight damage to buildings and other structures.,350 events per year on average (statistically).,mww,,83,10.196,0.59,us,us7000fq21,2021-11-03T22:05:09.040Z,western Indian-Antarctic Ridge,earthquake,11.6,1.9,0.057,30,reviewed,us,us,2021-10-30T09:03:22.554Z,10/30/21,"Saturday, October 30, 2021",Saturday
2021-10-26T05:48:42.579Z,-58.3582,-14.8668,10,5.9,Slight damage to buildings and other structures.,350 events per year on average (statistically).,mww,,34,12.655,0.71,us,us6000fxjf,2021-10-26T19:43:59.040Z,east of the South Sandwich Islands,earthquake,9.9,1.7,0.083,14,reviewed,us,us,2021-10-26T05:48:42.579Z,10/26/21,"Tuesday, October 26, 2021",Tuesday
2021-10-19T05:32:32.668Z,34.5883,28.3882,41.53,5.9,Slight damage to buildings and other structures.,350 events per year on average (statistically).,mww,,25,1.388,0.52,us,us6000fvtm,2021-10-21T06:46:06.264Z,"147 km SE of Karpathos, Greece",earthquake,5.6,3.6,0.05,38,reviewed,us,us,2021-10-19T05:32:32.668Z,10/19/21,"Tuesday, October 19, 2021",Tuesday
2021-11-10T17:46:40.309Z,-4.3528,134.1848,10,6,May cause a lot of damage in very populated areas.,100 events per year on average (statistically).,mww,,30,2.4,0.84,us,us7000ft0f,2021-11-11T17:53:21.351Z,"182 km SW of Nabire, Indonesia",earthquake,7.5,1.8,0.049,40,reviewed,us,us,2021-11-10T17:46:40.309Z,11/10/21,"Wednesday, November 10, 2021",Wednesday
2021-11-06T14:37:37.418Z,-0.0751,124.3146,39.85,6,May cause a lot of damage in very populated areas.,100 events per year on average (statistically).,mww,,22,1.817,1.33,us,us7000fs08,2021-11-08T20:09:56.040Z,"154 km ESE of Gorontalo, Indonesia",earthquake,6.4,3.9,0.06,27,reviewed,us,us,2021-11-06T14:37:37.418Z,11/6/21,"Saturday, November 6, 2021",Saturday
2021-11-01T17:04:16.558Z,0.2088,96.7094,8,6,May cause a lot of damage in very populated areas.,100 events per year on average (statistically).,mww,,17,1.39,1.01,us,us7000fqjc,2021-11-08T16:15:31.664Z,"253 km S of Sinabang, Indonesia",earthquake,7.3,1.7,0.047,44,reviewed,us,us,2021-11-01T17:04:16.558Z,11/1/21,"Monday, November 1, 2021",Monday
2021-11-01T00:02:48.956Z,-58.0382,-25.2196,22,6,May cause a lot of damage in very populated areas.,100 events per year on average (statistically).,mww,,19,7.328,0.95,us,us7000fqcg,2021-11-06T04:03:04.556Z,South Sandwich Islands region,earthquake,7.7,1.7,0.039,62,reviewed,us,us,2021-11-01T00:02:48.956Z,11/1/21,"Monday, November 1, 2021",Monday
2021-10-21T08:10:43.974Z,-25.2396,179.644,497.22,6,May cause a lot of damage in very populated areas.,100 events per year on average (statistically).,mww,,37,4.555,0.81,us,us6000fwd5,2021-10-22T08:14:32.142Z,south of the Fiji Islands,earthquake,9.7,6,0.062,25,reviewed,us,us,2021-10-21T08:10:43.974Z,10/21/21,"Thursday, October 21, 2021",Thursday
2021-10-18T07:26:52.398Z,-13.7397,166.9399,96.48,6.1,May cause a lot of damage in very populated areas.,100 events per year on average (statistically).,mww,,31,1.716,0.94,us,us6000fvkf,2021-10-20T09:58:04.214Z,"67 km WNW of Sola, Vanuatu",earthquake,7.7,5.6,0.062,25,reviewed,us,us,2021-10-18T07:26:52.398Z,10/18/21,"Monday, October 18, 2021",Monday
2021-11-09T06:25:17.066Z,11.2315,-86.5185,35,6.2,May cause a lot of damage in very populated areas.,100 events per year on average (statistically).,mww,,89,0.949,1.38,us,us7000fskw,2021-11-10T06:28:50.606Z,"61 km S of Masachapa, Nicaragua",earthquake,6.6,1.9,0.093,11,reviewed,us,us,2021-11-09T06:25:17.066Z,11/9/21,"Tuesday, November 9, 2021",Tuesday
2021-10-24T05:11:34.344Z,24.5714,121.8303,64.52,6.2,May cause a lot of damage in very populated areas.,100 events per year on average (statistically).,mww,,15,0.425,1.36,us,us6000fx56,2021-10-28T18:09:20.901Z,"21 km SSE of Yilan, Taiwan",earthquake,6.4,4,0.048,41,reviewed,us,us,2021-10-24T05:11:34.344Z,10/24/21,"Sunday, October 24, 2021",Sunday
2021-10-15T02:44:57.920Z,-8.8768,158.4815,22.55,6.4,May cause a lot of damage in very populated areas.,100 events per year on average (statistically).,mww,,21,1.551,0.87,us,us6000furk,2021-11-09T02:51:51.278Z,Solomon Islands,earthquake,4.9,4.4,0.078,16,reviewed,us,us,2021-10-15T02:44:57.920Z,10/15/21,"Friday, October 15, 2021",Friday
2021-11-10T15:45:13.002Z,23.5414,126.4798,10,6.6,May cause a lot of damage in very populated areas.,100 events per year on average (statistically).,mww,,20,3.303,1.12,us,us7000fszl,2021-11-11T15:55:01.828Z,"184 km SE of Hirara, Japan",earthquake,2.4,1.8,0.055,32,reviewed,us,us,2021-11-10T15:45:13.002Z,11/10/21,"Wednesday, November 10, 2021",Wednesday
